"","Month","PM10...µg.m.","COMUNE","Year"
"538","novembre",50.9,"Castrezzato","2020"
"539","ottobre",28.5483870967742,"Castrezzato","2020"
"540","settembre",25.6,"Castrezzato","2020"
"541","agosto",18.258064516129,"Cazzago San Martino","2020"
"542","aprile",20.4,"Cazzago San Martino","2020"
"543","dicembre",41,"Cazzago San Martino","2020"
"544","febbraio",32.0344827586207,"Cazzago San Martino","2020"
"545","gennaio",41.2903225806452,"Cazzago San Martino","2020"
"546","giugno",12.3333333333333,"Cazzago San Martino","2020"
"547","luglio",17,"Cazzago San Martino","2020"
"548","maggio",14.4516129032258,"Cazzago San Martino","2020"
"549","marzo",25.9677419354839,"Cazzago San Martino","2020"
"550","novembre",50.9666666666667,"Cazzago San Martino","2020"
"551","ottobre",27.0967741935484,"Cazzago San Martino","2020"
"552","settembre",24,"Cazzago San Martino","2020"
"553","agosto",4.58064516129032,"Cedegolo","2020"
"554","aprile",10.0333333333333,"Cedegolo","2020"
"555","dicembre",19,"Cedegolo","2020"
"556","febbraio",15.5172413793103,"Cedegolo","2020"
"557","gennaio",22.1612903225806,"Cedegolo","2020"
"558","giugno",5.03333333333333,"Cedegolo","2020"
"559","luglio",4.83333333333333,"Cedegolo","2020"
"560","maggio",7.58064516129032,"Cedegolo","2020"
"561","marzo",10.8387096774194,"Cedegolo","2020"
"562","novembre",22.1,"Cedegolo","2020"
"563","ottobre",4.45161290322581,"Cedegolo","2020"
"564","settembre",5.76666666666667,"Cedegolo","2020"
"565","agosto",17.4516129032258,"Cellatica","2020"
"566","aprile",23.6333333333333,"Cellatica","2020"
"567","dicembre",44,"Cellatica","2020"
"568","febbraio",45.4137931034483,"Cellatica","2020"
"569","gennaio",52.7096774193548,"Cellatica","2020"
"570","giugno",13.6333333333333,"Cellatica","2020"
"571","luglio",16.6,"Cellatica","2020"
"572","maggio",16.6129032258065,"Cellatica","2020"
"573","marzo",31.9032258064516,"Cellatica","2020"
"574","novembre",48,"Cellatica","2020"
"575","ottobre",24.6451612903226,"Cellatica","2020"
"576","settembre",21.5,"Cellatica","2020"
"577","agosto",4.67741935483871,"Cerveno","2020"
"578","aprile",11.0333333333333,"Cerveno","2020"
"579","dicembre",12,"Cerveno","2020"
"580","febbraio",11.7931034482759,"Cerveno","2020"
"581","gennaio",16.4193548387097,"Cerveno","2020"
"582","giugno",5.56666666666667,"Cerveno","2020"
"583","luglio",5.26666666666667,"Cerveno","2020"
"584","maggio",8.51612903225806,"Cerveno","2020"
"585","marzo",11.5161290322581,"Cerveno","2020"
"586","novembre",17.8333333333333,"Cerveno","2020"
"587","ottobre",4.7741935483871,"Cerveno","2020"
"588","settembre",6.1,"Cerveno","2020"
"589","agosto",3.80645161290323,"Ceto","2020"
"590","aprile",8.83333333333333,"Ceto","2020"
"591","dicembre",11.5,"Ceto","2020"
"592","febbraio",9.03448275862069,"Ceto","2020"
"593","gennaio",13.2903225806452,"Ceto","2020"
"594","giugno",4.9,"Ceto","2020"
"595","luglio",4,"Ceto","2020"
"596","maggio",7.48387096774194,"Ceto","2020"
"597","marzo",8.74193548387097,"Ceto","2020"
"598","novembre",14.3333333333333,"Ceto","2020"
"599","ottobre",3.41935483870968,"Ceto","2020"
"600","settembre",4.76666666666667,"Ceto","2020"
"601","agosto",3.7,"Cevo","2020"
"602","aprile",8.3,"Cevo","2020"
"603","dicembre",11,"Cevo","2020"
"604","febbraio",7,"Cevo","2020"
"605","gennaio",10.5806451612903,"Cevo","2020"
"606","giugno",4.4,"Cevo","2020"
"607","luglio",3.86666666666667,"Cevo","2020"
"608","maggio",6.87096774193548,"Cevo","2020"
"609","marzo",7.90322580645161,"Cevo","2020"
"610","novembre",10.7,"Cevo","2020"
"611","ottobre",3.2258064516129,"Cevo","2020"
"612","settembre",4.4,"Cevo","2020"
"613","agosto",18.6774193548387,"Chiari","2020"
"614","aprile",18.7,"Chiari","2020"
"615","dicembre",35.5,"Chiari","2020"
"616","febbraio",22.5862068965517,"Chiari","2020"
"617","gennaio",31.1935483870968,"Chiari","2020"
"618","giugno",11.3333333333333,"Chiari","2020"
"619","luglio",17.7,"Chiari","2020"
"620","maggio",12.3548387096774,"Chiari","2020"
"621","marzo",22.6774193548387,"Chiari","2020"
"622","novembre",50.9333333333333,"Chiari","2020"
"623","ottobre",28.4516129032258,"Chiari","2020"
"624","settembre",26.2,"Chiari","2020"
"625","agosto",21,"Cigole","2020"
"626","aprile",20.0666666666667,"Cigole","2020"
"627","dicembre",28.5,"Cigole","2020"
"628","febbraio",26.4137931034483,"Cigole","2020"
"629","gennaio",36.3548387096774,"Cigole","2020"
"630","giugno",11.6,"Cigole","2020"
"631","luglio",17.6,"Cigole","2020"
"632","maggio",13.2258064516129,"Cigole","2020"
"633","marzo",26.0322580645161,"Cigole","2020"
"634","novembre",53.1333333333333,"Cigole","2020"
"635","ottobre",32.258064516129,"Cigole","2020"
"636","settembre",28.1666666666667,"Cigole","2020"
"637","agosto",3.70967741935484,"Cimbergo","2020"
"638","aprile",8.73333333333333,"Cimbergo","2020"
"639","dicembre",11,"Cimbergo","2020"
"640","febbraio",9.41379310344828,"Cimbergo","2020"
"641","gennaio",12.8064516129032,"Cimbergo","2020"
"642","giugno",4.76666666666667,"Cimbergo","2020"
"643","luglio",3.9,"Cimbergo","2020"
"644","maggio",7.45161290322581,"Cimbergo","2020"
"645","marzo",8.64516129032258,"Cimbergo","2020"
"646","novembre",13.0666666666667,"Cimbergo","2020"
"647","ottobre",3.29032258064516,"Cimbergo","2020"
"648","settembre",4.7,"Cimbergo","2020"
"649","agosto",9.74193548387097,"Cividate Camuno","2020"
"650","aprile",22.8333333333333,"Cividate Camuno","2020"
"651","dicembre",38,"Cividate Camuno","2020"
"652","febbraio",48.551724137931,"Cividate Camuno","2020"
"653","gennaio",65.4193548387097,"Cividate Camuno","2020"
"654","giugno",10.1,"Cividate Camuno","2020"
"655","luglio",11.0333333333333,"Cividate Camuno","2020"
"656","maggio",14.6129032258065,"Cividate Camuno","2020"
"657","marzo",27.8709677419355,"Cividate Camuno","2020"
"658","novembre",45.2,"Cividate Camuno","2020"
"659","ottobre",12.8064516129032,"Cividate Camuno","2020"
"660","settembre",12.5666666666667,"Cividate Camuno","2020"
"661","agosto",18.4516129032258,"Coccaglio","2020"
"662","aprile",20.0333333333333,"Coccaglio","2020"
"663","dicembre",37.5,"Coccaglio","2020"
"664","febbraio",28.1724137931034,"Coccaglio","2020"
"665","gennaio",37.9354838709677,"Coccaglio","2020"
"666","giugno",12.0333333333333,"Coccaglio","2020"
"667","luglio",17.5333333333333,"Coccaglio","2020"
"668","maggio",13.741935483871,"Coccaglio","2020"
"669","marzo",24.9032258064516,"Coccaglio","2020"
"670","novembre",51.1666666666667,"Coccaglio","2020"
"671","ottobre",28.0645161290323,"Coccaglio","2020"
"672","settembre",25.4333333333333,"Coccaglio","2020"
"673","agosto",16.6129032258065,"Collebeato","2020"
"674","aprile",23,"Collebeato","2020"
"675","dicembre",43,"Collebeato","2020"
"676","febbraio",44,"Collebeato","2020"
"677","gennaio",50.1935483870968,"Collebeato","2020"
"678","giugno",13.2,"Collebeato","2020"
"679","luglio",16.2666666666667,"Collebeato","2020"
"680","maggio",16.1612903225806,"Collebeato","2020"
"681","marzo",31,"Collebeato","2020"
"682","novembre",45.6333333333333,"Collebeato","2020"
"683","ottobre",23.3870967741935,"Collebeato","2020"
"684","settembre",20.5333333333333,"Collebeato","2020"
"685","agosto",7.32258064516129,"Collio","2020"
"686","aprile",13.1,"Collio","2020"
"687","dicembre",8,"Collio","2020"
"688","febbraio",13.5172413793103,"Collio","2020"
"689","gennaio",17.8064516129032,"Collio","2020"
"690","giugno",7.86666666666667,"Collio","2020"
"691","luglio",8.73333333333333,"Collio","2020"
"692","maggio",10.0645161290323,"Collio","2020"
"693","marzo",13.8387096774194,"Collio","2020"
"694","novembre",10.9,"Collio","2020"
"695","ottobre",4.16129032258065,"Collio","2020"
"696","settembre",6.4,"Collio","2020"
"697","agosto",17.5483870967742,"Cologne","2020"
"698","aprile",18.9333333333333,"Cologne","2020"
"699","dicembre",37.5,"Cologne","2020"
"700","febbraio",24.5862068965517,"Cologne","2020"
"701","gennaio",33.6129032258064,"Cologne","2020"
"702","giugno",11.3333333333333,"Cologne","2020"
"703","luglio",16.9666666666667,"Cologne","2020"
"704","maggio",12.9354838709677,"Cologne","2020"
"705","marzo",22.8709677419355,"Cologne","2020"
"706","novembre",49.2666666666667,"Cologne","2020"
"707","ottobre",26.6774193548387,"Cologne","2020"
"708","settembre",24.0333333333333,"Cologne","2020"
"709","agosto",19.9032258064516,"Comezzano Cizzago","2020"
"710","aprile",20.1666666666667,"Comezzano Cizzago","2020"
"711","dicembre",33.5,"Comezzano Cizzago","2020"
"712","febbraio",26.0344827586207,"Comezzano Cizzago","2020"
"713","gennaio",35.6451612903226,"Comezzano Cizzago","2020"
"714","giugno",11.9,"Comezzano Cizzago","2020"
"715","luglio",17.5,"Comezzano Cizzago","2020"
"716","maggio",13.258064516129,"Comezzano Cizzago","2020"
"717","marzo",25.4193548387097,"Comezzano Cizzago","2020"
"718","novembre",52.3333333333333,"Comezzano Cizzago","2020"
"719","ottobre",29.741935483871,"Comezzano Cizzago","2020"
"720","settembre",27.2,"Comezzano Cizzago","2020"
"721","agosto",12.2258064516129,"Concesio","2020"
"722","aprile",21.4,"Concesio","2020"
"723","dicembre",35.5,"Concesio","2020"
"724","febbraio",41.9655172413793,"Concesio","2020"
"725","gennaio",46.3548387096774,"Concesio","2020"
"726","giugno",12.1333333333333,"Concesio","2020"
"727","luglio",13.6,"Concesio","2020"
"728","maggio",14.7741935483871,"Concesio","2020"
"729","marzo",28.8064516129032,"Concesio","2020"
"730","novembre",39.5333333333333,"Concesio","2020"
"731","ottobre",18.4193548387097,"Concesio","2020"
"732","settembre",15.9666666666667,"Concesio","2020"
"733","agosto",15.9354838709677,"Corte Franca","2020"
"734","aprile",17.6,"Corte Franca","2020"
"735","dicembre",39.5,"Corte Franca","2020"
"736","febbraio",25.8965517241379,"Corte Franca","2020"
"737","gennaio",34.3870967741936,"Corte Franca","2020"
"738","giugno",10.4666666666667,"Corte Franca","2020"
"739","luglio",15.5666666666667,"Corte Franca","2020"
"740","maggio",12.0322580645161,"Corte Franca","2020"
"741","marzo",21.1935483870968,"Corte Franca","2020"
"742","novembre",47.3333333333333,"Corte Franca","2020"
"743","ottobre",23.8709677419355,"Corte Franca","2020"
"744","settembre",20.8,"Corte Franca","2020"
"745","agosto",4.54838709677419,"Corteno Golgi","2020"
"746","aprile",8.26666666666667,"Corteno Golgi","2020"
"747","dicembre",5.5,"Corteno Golgi","2020"
"748","febbraio",6.75862068965517,"Corteno Golgi","2020"
"749","gennaio",10.258064516129,"Corteno Golgi","2020"
"750","giugno",4.8,"Corteno Golgi","2020"
"751","luglio",4.73333333333333,"Corteno Golgi","2020"
"752","maggio",6.80645161290323,"Corteno Golgi","2020"
"753","marzo",7.80645161290323,"Corteno Golgi","2020"
"754","novembre",6.16666666666667,"Corteno Golgi","2020"
"755","ottobre",3,"Corteno Golgi","2020"
"756","settembre",4.36666666666667,"Corteno Golgi","2020"
"757","agosto",20.4838709677419,"Corzano","2020"
"758","aprile",21.1666666666667,"Corzano","2020"
"759","dicembre",32.5,"Corzano","2020"
"760","febbraio",28,"Corzano","2020"
"761","gennaio",38.1290322580645,"Corzano","2020"
"762","giugno",12.2333333333333,"Corzano","2020"
"763","luglio",17.3333333333333,"Corzano","2020"
"764","maggio",14.0322580645161,"Corzano","2020"
"765","marzo",26.8709677419355,"Corzano","2020"
"766","novembre",52.8333333333333,"Corzano","2020"
"767","ottobre",30.4516129032258,"Corzano","2020"
"768","settembre",27.5333333333333,"Corzano","2020"
"769","agosto",6.58064516129032,"Darfo Boario Terme","2020"
"770","aprile",23.5,"Darfo Boario Terme","2020"
"771","dicembre",22,"Darfo Boario Terme","2020"
"772","febbraio",38.1034482758621,"Darfo Boario Terme","2020"
"773","gennaio",50.4838709677419,"Darfo Boario Terme","2020"
"774","giugno",10.6,"Darfo Boario Terme","2020"
"775","luglio",8.23333333333333,"Darfo Boario Terme","2020"
"776","maggio",15.8064516129032,"Darfo Boario Terme","2020"
"777","marzo",27.9032258064516,"Darfo Boario Terme","2020"
"778","novembre",28.3,"Darfo Boario Terme","2020"
"779","ottobre",8.7741935483871,"Darfo Boario Terme","2020"
"780","settembre",9.03333333333333,"Darfo Boario Terme","2020"
"781","agosto",20.6451612903226,"Dello","2020"
"782","aprile",22.0666666666667,"Dello","2020"
"783","dicembre",32,"Dello","2020"
"784","febbraio",31.1724137931034,"Dello","2020"
"785","gennaio",42.5483870967742,"Dello","2020"
"786","giugno",12.5666666666667,"Dello","2020"
"787","luglio",17.3666666666667,"Dello","2020"
"788","maggio",14.8709677419355,"Dello","2020"
"789","marzo",28.4838709677419,"Dello","2020"
"790","novembre",53.2333333333333,"Dello","2020"
"791","ottobre",31,"Dello","2020"
"792","settembre",27.2666666666667,"Dello","2020"
"793","agosto",18.258064516129,"Desenzano del Garda","2020"
"794","aprile",21.4,"Desenzano del Garda","2020"
"795","dicembre",28.5,"Desenzano del Garda","2020"
"796","febbraio",34.448275862069,"Desenzano del Garda","2020"
"797","gennaio",40.741935483871,"Desenzano del Garda","2020"
"798","giugno",12.4,"Desenzano del Garda","2020"
"799","luglio",15.3666666666667,"Desenzano del Garda","2020"
"800","maggio",13.9032258064516,"Desenzano del Garda","2020"
"801","marzo",24.8387096774194,"Desenzano del Garda","2020"
"802","novembre",47.9333333333333,"Desenzano del Garda","2020"
"803","ottobre",30.7741935483871,"Desenzano del Garda","2020"
"804","settembre",22.2,"Desenzano del Garda","2020"
"805","agosto",4.03225806451613,"Edolo","2020"
"806","aprile",7.96666666666667,"Edolo","2020"
"807","dicembre",8.5,"Edolo","2020"
"808","febbraio",7.10344827586207,"Edolo","2020"
"809","gennaio",10.7741935483871,"Edolo","2020"
"810","giugno",4.26666666666667,"Edolo","2020"
"811","luglio",4.13333333333333,"Edolo","2020"
"812","maggio",6.48387096774194,"Edolo","2020"
"813","marzo",7.61290322580645,"Edolo","2020"
"814","novembre",8.23333333333333,"Edolo","2020"
"815","ottobre",3.74193548387097,"Edolo","2020"
"816","settembre",4.7,"Edolo","2020"
"817","agosto",17.3548387096774,"Erbusco","2020"
"818","aprile",19.2,"Erbusco","2020"
"819","dicembre",41,"Erbusco","2020"
"820","febbraio",27.2758620689655,"Erbusco","2020"
"821","gennaio",37.1290322580645,"Erbusco","2020"
"822","giugno",11.2,"Erbusco","2020"
"823","luglio",16.5666666666667,"Erbusco","2020"
"824","maggio",13.1612903225806,"Erbusco","2020"
"825","marzo",23,"Erbusco","2020"
"826","novembre",49.7333333333333,"Erbusco","2020"
"827","ottobre",26.1290322580645,"Erbusco","2020"
"828","settembre",22.9,"Erbusco","2020"
"829","agosto",5.93548387096774,"Esine","2020"
"830","aprile",18.4333333333333,"Esine","2020"
"831","dicembre",15,"Esine","2020"
"832","febbraio",30.0344827586207,"Esine","2020"
"833","gennaio",39.8709677419355,"Esine","2020"
"834","giugno",8.93333333333333,"Esine","2020"
"835","luglio",7.1,"Esine","2020"
"836","maggio",12.6774193548387,"Esine","2020"
"837","marzo",21.3870967741935,"Esine","2020"
"838","novembre",20.2333333333333,"Esine","2020"
"839","ottobre",5.7741935483871,"Esine","2020"
"840","settembre",7.16666666666667,"Esine","2020"
"841","agosto",18.9354838709677,"Fiesse","2020"
"842","aprile",17,"Fiesse","2020"
"843","dicembre",26,"Fiesse","2020"
"844","febbraio",21.1034482758621,"Fiesse","2020"
"845","gennaio",30.6129032258065,"Fiesse","2020"
"846","giugno",9.73333333333333,"Fiesse","2020"
"847","luglio",15.6333333333333,"Fiesse","2020"
"848","maggio",11.258064516129,"Fiesse","2020"
"849","marzo",21.9032258064516,"Fiesse","2020"
"850","novembre",49.7,"Fiesse","2020"
"851","ottobre",31.0967741935484,"Fiesse","2020"
"852","settembre",25.2666666666667,"Fiesse","2020"
"853","agosto",19.9032258064516,"Flero","2020"
"854","aprile",25.6333333333333,"Flero","2020"
"855","dicembre",38,"Flero","2020"
"856","febbraio",42.3103448275862,"Flero","2020"
"857","gennaio",57.0322580645161,"Flero","2020"
"858","giugno",14.4,"Flero","2020"
"859","luglio",17.2666666666667,"Flero","2020"
"860","maggio",18.258064516129,"Flero","2020"
"861","marzo",33.8387096774194,"Flero","2020"
"862","novembre",54.2333333333333,"Flero","2020"
"863","ottobre",30.0645161290323,"Flero","2020"
"864","settembre",25.6,"Flero","2020"
"865","agosto",19.5161290322581,"Gambara","2020"
"866","aprile",17.9,"Gambara","2020"
"867","dicembre",27,"Gambara","2020"
"868","febbraio",22.6206896551724,"Gambara","2020"
"869","gennaio",32.0322580645161,"Gambara","2020"
"870","giugno",10.2,"Gambara","2020"
"871","luglio",16.1,"Gambara","2020"
"872","maggio",11.741935483871,"Gambara","2020"
"873","marzo",22.9354838709677,"Gambara","2020"
"874","novembre",50.4333333333333,"Gambara","2020"
"875","ottobre",31.4838709677419,"Gambara","2020"
"876","settembre",26.0666666666667,"Gambara","2020"
"877","agosto",9.83870967741935,"Gardone Riviera","2020"
"878","aprile",15.1333333333333,"Gardone Riviera","2020"
"879","dicembre",17.5,"Gardone Riviera","2020"
"880","febbraio",16.0689655172414,"Gardone Riviera","2020"
"881","gennaio",20.4516129032258,"Gardone Riviera","2020"
"882","giugno",7.43333333333333,"Gardone Riviera","2020"
"883","luglio",10.1666666666667,"Gardone Riviera","2020"
"884","maggio",10.4838709677419,"Gardone Riviera","2020"
"885","marzo",15.3225806451613,"Gardone Riviera","2020"
"886","novembre",31.9,"Gardone Riviera","2020"
"887","ottobre",17.8064516129032,"Gardone Riviera","2020"
"888","settembre",13.0666666666667,"Gardone Riviera","2020"
"889","agosto",7.12903225806452,"Gardone Val Trompia","2020"
"890","aprile",19.3333333333333,"Gardone Val Trompia","2020"
"891","dicembre",18,"Gardone Val Trompia","2020"
"892","febbraio",31.9310344827586,"Gardone Val Trompia","2020"
"893","gennaio",36.3870967741936,"Gardone Val Trompia","2020"
"894","giugno",11.2666666666667,"Gardone Val Trompia","2020"
"895","luglio",9.23333333333333,"Gardone Val Trompia","2020"
"896","maggio",13.4193548387097,"Gardone Val Trompia","2020"
"897","marzo",23.9032258064516,"Gardone Val Trompia","2020"
"898","novembre",26.7333333333333,"Gardone Val Trompia","2020"
"899","ottobre",9,"Gardone Val Trompia","2020"
"900","settembre",8.96666666666667,"Gardone Val Trompia","2020"
"901","agosto",6.7741935483871,"Gargnano","2020"
"902","aprile",12.8,"Gargnano","2020"
"903","dicembre",11,"Gargnano","2020"
"904","febbraio",10.0689655172414,"Gargnano","2020"
"905","gennaio",14.258064516129,"Gargnano","2020"
"906","giugno",6.3,"Gargnano","2020"
"907","luglio",7.36666666666667,"Gargnano","2020"
"908","maggio",9.19354838709677,"Gargnano","2020"
"909","marzo",11.9354838709677,"Gargnano","2020"
"910","novembre",22.4,"Gargnano","2020"
"911","ottobre",12,"Gargnano","2020"
"912","settembre",9.26666666666667,"Gargnano","2020"
"913","agosto",13.7741935483871,"Gavardo","2020"
"914","aprile",21.2333333333333,"Gavardo","2020"
"915","dicembre",30.5,"Gavardo","2020"
"916","febbraio",34.2068965517241,"Gavardo","2020"
"917","gennaio",41.4838709677419,"Gavardo","2020"
"918","giugno",9.73333333333333,"Gavardo","2020"
"919","luglio",14.7333333333333,"Gavardo","2020"
"920","maggio",13.741935483871,"Gavardo","2020"
"921","marzo",25.3548387096774,"Gavardo","2020"
"922","novembre",41.2,"Gavardo","2020"
"923","ottobre",23.7096774193548,"Gavardo","2020"
"924","settembre",17.7666666666667,"Gavardo","2020"
"925","agosto",20.5161290322581,"Ghedi","2020"
"926","aprile",21.3333333333333,"Ghedi","2020"
"927","dicembre",32.5,"Ghedi","2020"
"928","febbraio",29.8275862068966,"Ghedi","2020"
"929","gennaio",41.1290322580645,"Ghedi","2020"
"930","giugno",11.6,"Ghedi","2020"
"931","luglio",16.9333333333333,"Ghedi","2020"
"932","maggio",14.2903225806452,"Ghedi","2020"
"933","marzo",26.9032258064516,"Ghedi","2020"
"934","novembre",53.2333333333333,"Ghedi","2020"
"935","ottobre",31.5806451612903,"Ghedi","2020"
"936","settembre",25.9333333333333,"Ghedi","2020"
"937","agosto",5.7741935483871,"Gianico","2020"
"938","aprile",20.5666666666667,"Gianico","2020"
"939","dicembre",16,"Gianico","2020"
"940","febbraio",29.7241379310345,"Gianico","2020"
"941","gennaio",38.8709677419355,"Gianico","2020"
"942","giugno",10,"Gianico","2020"
"943","luglio",7.33333333333333,"Gianico","2020"
"944","maggio",14.4516129032258,"Gianico","2020"
"945","marzo",24.1612903225806,"Gianico","2020"
"946","novembre",19.5333333333333,"Gianico","2020"
"947","ottobre",6.83870967741935,"Gianico","2020"
"948","settembre",7.66666666666667,"Gianico","2020"
"949","agosto",20.4516129032258,"Gottolengo","2020"
"950","aprile",18.9666666666667,"Gottolengo","2020"
"951","dicembre",28,"Gottolengo","2020"
"952","febbraio",23.8620689655172,"Gottolengo","2020"
"953","gennaio",32.9032258064516,"Gottolengo","2020"
"954","giugno",10.8333333333333,"Gottolengo","2020"
"955","luglio",17,"Gottolengo","2020"
"956","maggio",12.3870967741935,"Gottolengo","2020"
"957","marzo",24.2903225806452,"Gottolengo","2020"
"958","novembre",51.9,"Gottolengo","2020"
"959","ottobre",31.8064516129032,"Gottolengo","2020"
"960","settembre",26.7,"Gottolengo","2020"
"961","agosto",16.4516129032258,"Gussago","2020"
"962","aprile",22.1333333333333,"Gussago","2020"
"963","dicembre",41.5,"Gussago","2020"
"964","febbraio",41.7241379310345,"Gussago","2020"
"965","gennaio",48.2258064516129,"Gussago","2020"
"966","giugno",13.3666666666667,"Gussago","2020"
"967","luglio",16.2666666666667,"Gussago","2020"
"968","maggio",15.6129032258065,"Gussago","2020"
"969","marzo",29.4838709677419,"Gussago","2020"
"970","novembre",47.2,"Gussago","2020"
"971","ottobre",23.741935483871,"Gussago","2020"
"972","settembre",20.7666666666667,"Gussago","2020"
"973","agosto",5.7741935483871,"Idro","2020"
"974","aprile",13.4666666666667,"Idro","2020"
"975","dicembre",13,"Idro","2020"
"976","febbraio",16.1034482758621,"Idro","2020"
"977","gennaio",20.7741935483871,"Idro","2020"
"978","giugno",6.46666666666667,"Idro","2020"
"979","luglio",6.83333333333333,"Idro","2020"
"980","maggio",9.35483870967742,"Idro","2020"
"981","marzo",13.8387096774194,"Idro","2020"
"982","novembre",19.6333333333333,"Idro","2020"
"983","ottobre",8.06451612903226,"Idro","2020"
"984","settembre",7.9,"Idro","2020"
"985","agosto",4.29032258064516,"Incudine","2020"
"986","aprile",7.9,"Incudine","2020"
"987","dicembre",8.5,"Incudine","2020"
"988","febbraio",9.06896551724138,"Incudine","2020"
"989","gennaio",14.0645161290323,"Incudine","2020"
"990","giugno",4.3,"Incudine","2020"
"991","luglio",4.63333333333333,"Incudine","2020"
"992","maggio",6.58064516129032,"Incudine","2020"
"993","marzo",7.83870967741935,"Incudine","2020"
"994","novembre",9.36666666666667,"Incudine","2020"
"995","ottobre",4.06451612903226,"Incudine","2020"
"996","settembre",5.03333333333333,"Incudine","2020"
"997","agosto",6.38709677419355,"Irma","2020"
"998","aprile",15.7333333333333,"Irma","2020"
"999","dicembre",12.5,"Irma","2020"
"1000","febbraio",19.8620689655172,"Irma","2020"
"1001","gennaio",24.0645161290323,"Irma","2020"
"1002","giugno",8.3,"Irma","2020"
"1003","luglio",7.6,"Irma","2020"
"1004","maggio",11.3548387096774,"Irma","2020"
"1005","marzo",17.5161290322581,"Irma","2020"
"1006","novembre",20.3666666666667,"Irma","2020"
"1007","ottobre",5.48387096774194,"Irma","2020"
"1008","settembre",6.8,"Irma","2020"
"1009","agosto",14.1290322580645,"Iseo","2020"
"1010","aprile",17.5,"Iseo","2020"
"1011","dicembre",34.5,"Iseo","2020"
"1012","febbraio",26.7586206896552,"Iseo","2020"
"1013","gennaio",33,"Iseo","2020"
"1014","giugno",10.4333333333333,"Iseo","2020"
"1015","luglio",14.5666666666667,"Iseo","2020"
"1016","maggio",11.9032258064516,"Iseo","2020"
"1017","marzo",20.9677419354839,"Iseo","2020"
"1018","novembre",41.3,"Iseo","2020"
"1019","ottobre",20.9354838709677,"Iseo","2020"
"1020","settembre",18.5,"Iseo","2020"
"1021","agosto",20.6129032258065,"Isorella","2020"
"1022","aprile",19,"Isorella","2020"
"1023","dicembre",28.5,"Isorella","2020"
"1024","febbraio",23.7931034482759,"Isorella","2020"
"1025","gennaio",32.6451612903226,"Isorella","2020"
"1026","giugno",10.6666666666667,"Isorella","2020"
"1027","luglio",16.8666666666667,"Isorella","2020"
"1028","maggio",12.2903225806452,"Isorella","2020"
"1029","marzo",24.0645161290323,"Isorella","2020"
"1030","novembre",52.3666666666667,"Isorella","2020"
"1031","ottobre",31.9354838709677,"Isorella","2020"
"1032","settembre",26.4666666666667,"Isorella","2020"
"1033","agosto",5.09677419354839,"Lavenone","2020"
"1034","aprile",13.7333333333333,"Lavenone","2020"
"1035","dicembre",11.5,"Lavenone","2020"
"1036","febbraio",16.3793103448276,"Lavenone","2020"
"1037","gennaio",20.2903225806452,"Lavenone","2020"
"1038","giugno",6.83333333333333,"Lavenone","2020"
"1039","luglio",6.5,"Lavenone","2020"
"1040","maggio",9.70967741935484,"Lavenone","2020"
"1041","marzo",14.6774193548387,"Lavenone","2020"
"1042","novembre",18.5333333333333,"Lavenone","2020"
"1043","ottobre",6.12903225806452,"Lavenone","2020"
"1044","settembre",6.76666666666667,"Lavenone","2020"
"1045","agosto",20.741935483871,"Leno","2020"
"1046","aprile",20.8333333333333,"Leno","2020"
"1047","dicembre",30.5,"Leno","2020"
"1048","febbraio",27.551724137931,"Leno","2020"
"1049","gennaio",38.0322580645161,"Leno","2020"
"1050","giugno",11.7333333333333,"Leno","2020"
"1051","luglio",17.2333333333333,"Leno","2020"
"1052","maggio",13.8709677419355,"Leno","2020"
"1053","marzo",26.5483870967742,"Leno","2020"
"1054","novembre",53.0666666666667,"Leno","2020"
"1055","ottobre",31.6451612903226,"Leno","2020"
"1056","settembre",27.1,"Leno","2020"
"1057","agosto",7,"Limone sul Garda","2020"
"1058","aprile",11.7333333333333,"Limone sul Garda","2020"
"1059","dicembre",6,"Limone sul Garda","2020"
"1060","febbraio",7.37931034482759,"Limone sul Garda","2020"
"1061","gennaio",11.1290322580645,"Limone sul Garda","2020"
"1062","giugno",6,"Limone sul Garda","2020"
"1063","luglio",7.3,"Limone sul Garda","2020"
"1064","maggio",8.45161290322581,"Limone sul Garda","2020"
"1065","marzo",10.1612903225806,"Limone sul Garda","2020"
"1066","novembre",15.2,"Limone sul Garda","2020"
"1067","ottobre",10.258064516129,"Limone sul Garda","2020"
"1068","settembre",8.5,"Limone sul Garda","2020"
"1069","agosto",5.2258064516129,"Lodrino","2020"
"1070","aprile",18.6666666666667,"Lodrino","2020"
"1071","dicembre",13.5,"Lodrino","2020"
"1072","febbraio",30.7586206896552,"Lodrino","2020"
"1073","gennaio",35.2258064516129,"Lodrino","2020"
"1074","giugno",9.5,"Lodrino","2020"
"1075","luglio",7,"Lodrino","2020"
"1076","maggio",12.5806451612903,"Lodrino","2020"
"1077","marzo",22.8064516129032,"Lodrino","2020"
"1078","novembre",23.3666666666667,"Lodrino","2020"
"1079","ottobre",6.96774193548387,"Lodrino","2020"
"1080","settembre",7.43333333333333,"Lodrino","2020"
"1081","agosto",19.7096774193548,"Lograto","2020"
"1082","aprile",22.8333333333333,"Lograto","2020"
"1083","dicembre",36.5,"Lograto","2020"
"1084","febbraio",34.2413793103448,"Lograto","2020"
"1085","gennaio",45.4193548387097,"Lograto","2020"
