",""Month"",""PM10...µg.m."",""COMUNE"""
"539,""ottobre"",28.5483870967742,""Castrezzato"""
"540,""settembre"",25.6,""Castrezzato"""
"541,""agosto"",18.258064516129,""Cazzago San Martino"""
"542,""aprile"",20.4,""Cazzago San Martino"""
"543,""dicembre"",41,""Cazzago San Martino"""
"544,""febbraio"",32.0344827586207,""Cazzago San Martino"""
"545,""gennaio"",41.2903225806452,""Cazzago San Martino"""
"546,""giugno"",12.3333333333333,""Cazzago San Martino"""
"547,""luglio"",17,""Cazzago San Martino"""
"548,""maggio"",14.4516129032258,""Cazzago San Martino"""
"549,""marzo"",25.9677419354839,""Cazzago San Martino"""
"550,""novembre"",50.9666666666667,""Cazzago San Martino"""
"551,""ottobre"",27.0967741935484,""Cazzago San Martino"""
"552,""settembre"",24,""Cazzago San Martino"""
"553,""agosto"",4.58064516129032,""Cedegolo"""
"554,""aprile"",10.0333333333333,""Cedegolo"""
"555,""dicembre"",19,""Cedegolo"""
"556,""febbraio"",15.5172413793103,""Cedegolo"""
"557,""gennaio"",22.1612903225806,""Cedegolo"""
"558,""giugno"",5.03333333333333,""Cedegolo"""
"559,""luglio"",4.83333333333333,""Cedegolo"""
"560,""maggio"",7.58064516129032,""Cedegolo"""
"561,""marzo"",10.8387096774194,""Cedegolo"""
"562,""novembre"",22.1,""Cedegolo"""
"563,""ottobre"",4.45161290322581,""Cedegolo"""
"564,""settembre"",5.76666666666667,""Cedegolo"""
"565,""agosto"",17.4516129032258,""Cellatica"""
"566,""aprile"",23.6333333333333,""Cellatica"""
"567,""dicembre"",44,""Cellatica"""
"568,""febbraio"",45.4137931034483,""Cellatica"""
"569,""gennaio"",52.7096774193548,""Cellatica"""
"570,""giugno"",13.6333333333333,""Cellatica"""
"571,""luglio"",16.6,""Cellatica"""
"572,""maggio"",16.6129032258065,""Cellatica"""
"573,""marzo"",31.9032258064516,""Cellatica"""
"574,""novembre"",48,""Cellatica"""
"575,""ottobre"",24.6451612903226,""Cellatica"""
"576,""settembre"",21.5,""Cellatica"""
"577,""agosto"",4.67741935483871,""Cerveno"""
"578,""aprile"",11.0333333333333,""Cerveno"""
"579,""dicembre"",12,""Cerveno"""
"580,""febbraio"",11.7931034482759,""Cerveno"""
"581,""gennaio"",16.4193548387097,""Cerveno"""
"582,""giugno"",5.56666666666667,""Cerveno"""
"583,""luglio"",5.26666666666667,""Cerveno"""
"584,""maggio"",8.51612903225806,""Cerveno"""
"585,""marzo"",11.5161290322581,""Cerveno"""
"586,""novembre"",17.8333333333333,""Cerveno"""
"587,""ottobre"",4.7741935483871,""Cerveno"""
"588,""settembre"",6.1,""Cerveno"""
"589,""agosto"",3.80645161290323,""Ceto"""
"590,""aprile"",8.83333333333333,""Ceto"""
"591,""dicembre"",11.5,""Ceto"""
"592,""febbraio"",9.03448275862069,""Ceto"""
"593,""gennaio"",13.2903225806452,""Ceto"""
"594,""giugno"",4.9,""Ceto"""
"595,""luglio"",4,""Ceto"""
"596,""maggio"",7.48387096774194,""Ceto"""
"597,""marzo"",8.74193548387097,""Ceto"""
"598,""novembre"",14.3333333333333,""Ceto"""
"599,""ottobre"",3.41935483870968,""Ceto"""
"600,""settembre"",4.76666666666667,""Ceto"""
"601,""agosto"",3.7,""Cevo"""
"602,""aprile"",8.3,""Cevo"""
"603,""dicembre"",11,""Cevo"""
"604,""febbraio"",7,""Cevo"""
"605,""gennaio"",10.5806451612903,""Cevo"""
"606,""giugno"",4.4,""Cevo"""
"607,""luglio"",3.86666666666667,""Cevo"""
"608,""maggio"",6.87096774193548,""Cevo"""
"609,""marzo"",7.90322580645161,""Cevo"""
"610,""novembre"",10.7,""Cevo"""
"611,""ottobre"",3.2258064516129,""Cevo"""
"612,""settembre"",4.4,""Cevo"""
"613,""agosto"",18.6774193548387,""Chiari"""
"614,""aprile"",18.7,""Chiari"""
"615,""dicembre"",35.5,""Chiari"""
"616,""febbraio"",22.5862068965517,""Chiari"""
"617,""gennaio"",31.1935483870968,""Chiari"""
"618,""giugno"",11.3333333333333,""Chiari"""
"619,""luglio"",17.7,""Chiari"""
"620,""maggio"",12.3548387096774,""Chiari"""
"621,""marzo"",22.6774193548387,""Chiari"""
"622,""novembre"",50.9333333333333,""Chiari"""
"623,""ottobre"",28.4516129032258,""Chiari"""
"624,""settembre"",26.2,""Chiari"""
"625,""agosto"",21,""Cigole"""
"626,""aprile"",20.0666666666667,""Cigole"""
"627,""dicembre"",28.5,""Cigole"""
"628,""febbraio"",26.4137931034483,""Cigole"""
"629,""gennaio"",36.3548387096774,""Cigole"""
"630,""giugno"",11.6,""Cigole"""
"631,""luglio"",17.6,""Cigole"""
"632,""maggio"",13.2258064516129,""Cigole"""
"633,""marzo"",26.0322580645161,""Cigole"""
"634,""novembre"",53.1333333333333,""Cigole"""
"635,""ottobre"",32.258064516129,""Cigole"""
"636,""settembre"",28.1666666666667,""Cigole"""
"637,""agosto"",3.70967741935484,""Cimbergo"""
"638,""aprile"",8.73333333333333,""Cimbergo"""
"639,""dicembre"",11,""Cimbergo"""
"640,""febbraio"",9.41379310344828,""Cimbergo"""
"641,""gennaio"",12.8064516129032,""Cimbergo"""
"642,""giugno"",4.76666666666667,""Cimbergo"""
"643,""luglio"",3.9,""Cimbergo"""
"644,""maggio"",7.45161290322581,""Cimbergo"""
"645,""marzo"",8.64516129032258,""Cimbergo"""
"646,""novembre"",13.0666666666667,""Cimbergo"""
"647,""ottobre"",3.29032258064516,""Cimbergo"""
"648,""settembre"",4.7,""Cimbergo"""
"649,""agosto"",9.74193548387097,""Cividate Camuno"""
"650,""aprile"",22.8333333333333,""Cividate Camuno"""
"651,""dicembre"",38,""Cividate Camuno"""
"652,""febbraio"",48.551724137931,""Cividate Camuno"""
"653,""gennaio"",65.4193548387097,""Cividate Camuno"""
"654,""giugno"",10.1,""Cividate Camuno"""
"655,""luglio"",11.0333333333333,""Cividate Camuno"""
"656,""maggio"",14.6129032258065,""Cividate Camuno"""
"657,""marzo"",27.8709677419355,""Cividate Camuno"""
"658,""novembre"",45.2,""Cividate Camuno"""
"659,""ottobre"",12.8064516129032,""Cividate Camuno"""
"660,""settembre"",12.5666666666667,""Cividate Camuno"""
"661,""agosto"",18.4516129032258,""Coccaglio"""
"662,""aprile"",20.0333333333333,""Coccaglio"""
"663,""dicembre"",37.5,""Coccaglio"""
"664,""febbraio"",28.1724137931034,""Coccaglio"""
"665,""gennaio"",37.9354838709677,""Coccaglio"""
"666,""giugno"",12.0333333333333,""Coccaglio"""
"667,""luglio"",17.5333333333333,""Coccaglio"""
"668,""maggio"",13.741935483871,""Coccaglio"""
"669,""marzo"",24.9032258064516,""Coccaglio"""
"670,""novembre"",51.1666666666667,""Coccaglio"""
"671,""ottobre"",28.0645161290323,""Coccaglio"""
"672,""settembre"",25.4333333333333,""Coccaglio"""
"673,""agosto"",16.6129032258065,""Collebeato"""
"674,""aprile"",23,""Collebeato"""
"675,""dicembre"",43,""Collebeato"""
"676,""febbraio"",44,""Collebeato"""
"677,""gennaio"",50.1935483870968,""Collebeato"""
"678,""giugno"",13.2,""Collebeato"""
"679,""luglio"",16.2666666666667,""Collebeato"""
"680,""maggio"",16.1612903225806,""Collebeato"""
"681,""marzo"",31,""Collebeato"""
"682,""novembre"",45.6333333333333,""Collebeato"""
"683,""ottobre"",23.3870967741935,""Collebeato"""
"684,""settembre"",20.5333333333333,""Collebeato"""
"685,""agosto"",7.32258064516129,""Collio"""
"686,""aprile"",13.1,""Collio"""
"687,""dicembre"",8,""Collio"""
"688,""febbraio"",13.5172413793103,""Collio"""
"689,""gennaio"",17.8064516129032,""Collio"""
"690,""giugno"",7.86666666666667,""Collio"""
"691,""luglio"",8.73333333333333,""Collio"""
"692,""maggio"",10.0645161290323,""Collio"""
"693,""marzo"",13.8387096774194,""Collio"""
"694,""novembre"",10.9,""Collio"""
"695,""ottobre"",4.16129032258065,""Collio"""
"696,""settembre"",6.4,""Collio"""
"697,""agosto"",17.5483870967742,""Cologne"""
"698,""aprile"",18.9333333333333,""Cologne"""
"699,""dicembre"",37.5,""Cologne"""
"700,""febbraio"",24.5862068965517,""Cologne"""
"701,""gennaio"",33.6129032258064,""Cologne"""
"702,""giugno"",11.3333333333333,""Cologne"""
"703,""luglio"",16.9666666666667,""Cologne"""
"704,""maggio"",12.9354838709677,""Cologne"""
"705,""marzo"",22.8709677419355,""Cologne"""
"706,""novembre"",49.2666666666667,""Cologne"""
"707,""ottobre"",26.6774193548387,""Cologne"""
"708,""settembre"",24.0333333333333,""Cologne"""
"709,""agosto"",19.9032258064516,""Comezzano-Cizzago"""
"710,""aprile"",20.1666666666667,""Comezzano-Cizzago"""
"711,""dicembre"",33.5,""Comezzano-Cizzago"""
"712,""febbraio"",26.0344827586207,""Comezzano-Cizzago"""
"713,""gennaio"",35.6451612903226,""Comezzano-Cizzago"""
"714,""giugno"",11.9,""Comezzano-Cizzago"""
"715,""luglio"",17.5,""Comezzano-Cizzago"""
"716,""maggio"",13.258064516129,""Comezzano-Cizzago"""
"717,""marzo"",25.4193548387097,""Comezzano-Cizzago"""
"718,""novembre"",52.3333333333333,""Comezzano-Cizzago"""
"719,""ottobre"",29.741935483871,""Comezzano-Cizzago"""
"720,""settembre"",27.2,""Comezzano-Cizzago"""
"721,""agosto"",12.2258064516129,""Concesio"""
"722,""aprile"",21.4,""Concesio"""
"723,""dicembre"",35.5,""Concesio"""
"724,""febbraio"",41.9655172413793,""Concesio"""
"725,""gennaio"",46.3548387096774,""Concesio"""
"726,""giugno"",12.1333333333333,""Concesio"""
"727,""luglio"",13.6,""Concesio"""
"728,""maggio"",14.7741935483871,""Concesio"""
"729,""marzo"",28.8064516129032,""Concesio"""
"730,""novembre"",39.5333333333333,""Concesio"""
"731,""ottobre"",18.4193548387097,""Concesio"""
"732,""settembre"",15.9666666666667,""Concesio"""
"733,""agosto"",15.9354838709677,""Corte Franca"""
"734,""aprile"",17.6,""Corte Franca"""
"735,""dicembre"",39.5,""Corte Franca"""
"736,""febbraio"",25.8965517241379,""Corte Franca"""
"737,""gennaio"",34.3870967741936,""Corte Franca"""
"738,""giugno"",10.4666666666667,""Corte Franca"""
"739,""luglio"",15.5666666666667,""Corte Franca"""
"740,""maggio"",12.0322580645161,""Corte Franca"""
"741,""marzo"",21.1935483870968,""Corte Franca"""
"742,""novembre"",47.3333333333333,""Corte Franca"""
"743,""ottobre"",23.8709677419355,""Corte Franca"""
"744,""settembre"",20.8,""Corte Franca"""
"745,""agosto"",4.54838709677419,""Corteno Golgi"""
"746,""aprile"",8.26666666666667,""Corteno Golgi"""
"747,""dicembre"",5.5,""Corteno Golgi"""
"748,""febbraio"",6.75862068965517,""Corteno Golgi"""
"749,""gennaio"",10.258064516129,""Corteno Golgi"""
"750,""giugno"",4.8,""Corteno Golgi"""
"751,""luglio"",4.73333333333333,""Corteno Golgi"""
"752,""maggio"",6.80645161290323,""Corteno Golgi"""
"753,""marzo"",7.80645161290323,""Corteno Golgi"""
"754,""novembre"",6.16666666666667,""Corteno Golgi"""
"755,""ottobre"",3,""Corteno Golgi"""
"756,""settembre"",4.36666666666667,""Corteno Golgi"""
"757,""agosto"",20.4838709677419,""Corzano"""
"758,""aprile"",21.1666666666667,""Corzano"""
"759,""dicembre"",32.5,""Corzano"""
"760,""febbraio"",28,""Corzano"""
"761,""gennaio"",38.1290322580645,""Corzano"""
"762,""giugno"",12.2333333333333,""Corzano"""
"763,""luglio"",17.3333333333333,""Corzano"""
"764,""maggio"",14.0322580645161,""Corzano"""
"765,""marzo"",26.8709677419355,""Corzano"""
"766,""novembre"",52.8333333333333,""Corzano"""
"767,""ottobre"",30.4516129032258,""Corzano"""
"768,""settembre"",27.5333333333333,""Corzano"""
"769,""agosto"",6.58064516129032,""Darfo Boario Terme"""
"770,""aprile"",23.5,""Darfo Boario Terme"""
"771,""dicembre"",22,""Darfo Boario Terme"""
"772,""febbraio"",38.1034482758621,""Darfo Boario Terme"""
"773,""gennaio"",50.4838709677419,""Darfo Boario Terme"""
"774,""giugno"",10.6,""Darfo Boario Terme"""
"775,""luglio"",8.23333333333333,""Darfo Boario Terme"""
"776,""maggio"",15.8064516129032,""Darfo Boario Terme"""
"777,""marzo"",27.9032258064516,""Darfo Boario Terme"""
"778,""novembre"",28.3,""Darfo Boario Terme"""
"779,""ottobre"",8.7741935483871,""Darfo Boario Terme"""
"780,""settembre"",9.03333333333333,""Darfo Boario Terme"""
"781,""agosto"",20.6451612903226,""Dello"""
"782,""aprile"",22.0666666666667,""Dello"""
"783,""dicembre"",32,""Dello"""
"784,""febbraio"",31.1724137931034,""Dello"""
"785,""gennaio"",42.5483870967742,""Dello"""
"786,""giugno"",12.5666666666667,""Dello"""
"787,""luglio"",17.3666666666667,""Dello"""
"788,""maggio"",14.8709677419355,""Dello"""
"789,""marzo"",28.4838709677419,""Dello"""
"790,""novembre"",53.2333333333333,""Dello"""
"791,""ottobre"",31,""Dello"""
"792,""settembre"",27.2666666666667,""Dello"""
"793,""agosto"",18.258064516129,""Desenzano del Garda"""
"794,""aprile"",21.4,""Desenzano del Garda"""
"795,""dicembre"",28.5,""Desenzano del Garda"""
"796,""febbraio"",34.448275862069,""Desenzano del Garda"""
"797,""gennaio"",40.741935483871,""Desenzano del Garda"""
"798,""giugno"",12.4,""Desenzano del Garda"""
"799,""luglio"",15.3666666666667,""Desenzano del Garda"""
"800,""maggio"",13.9032258064516,""Desenzano del Garda"""
"801,""marzo"",24.8387096774194,""Desenzano del Garda"""
"802,""novembre"",47.9333333333333,""Desenzano del Garda"""
"803,""ottobre"",30.7741935483871,""Desenzano del Garda"""
"804,""settembre"",22.2,""Desenzano del Garda"""
"805,""agosto"",4.03225806451613,""Edolo"""
"806,""aprile"",7.96666666666667,""Edolo"""
"807,""dicembre"",8.5,""Edolo"""
"808,""febbraio"",7.10344827586207,""Edolo"""
"809,""gennaio"",10.7741935483871,""Edolo"""
"810,""giugno"",4.26666666666667,""Edolo"""
"811,""luglio"",4.13333333333333,""Edolo"""
"812,""maggio"",6.48387096774194,""Edolo"""
"813,""marzo"",7.61290322580645,""Edolo"""
"814,""novembre"",8.23333333333333,""Edolo"""
"815,""ottobre"",3.74193548387097,""Edolo"""
"816,""settembre"",4.7,""Edolo"""
"817,""agosto"",17.3548387096774,""Erbusco"""
"818,""aprile"",19.2,""Erbusco"""
"819,""dicembre"",41,""Erbusco"""
"820,""febbraio"",27.2758620689655,""Erbusco"""
"821,""gennaio"",37.1290322580645,""Erbusco"""
"822,""giugno"",11.2,""Erbusco"""
"823,""luglio"",16.5666666666667,""Erbusco"""
"824,""maggio"",13.1612903225806,""Erbusco"""
"825,""marzo"",23,""Erbusco"""
"826,""novembre"",49.7333333333333,""Erbusco"""
"827,""ottobre"",26.1290322580645,""Erbusco"""
"828,""settembre"",22.9,""Erbusco"""
"829,""agosto"",5.93548387096774,""Esine"""
"830,""aprile"",18.4333333333333,""Esine"""
"831,""dicembre"",15,""Esine"""
"832,""febbraio"",30.0344827586207,""Esine"""
"833,""gennaio"",39.8709677419355,""Esine"""
"834,""giugno"",8.93333333333333,""Esine"""
"835,""luglio"",7.1,""Esine"""
"836,""maggio"",12.6774193548387,""Esine"""
"837,""marzo"",21.3870967741935,""Esine"""
"838,""novembre"",20.2333333333333,""Esine"""
"839,""ottobre"",5.7741935483871,""Esine"""
"840,""settembre"",7.16666666666667,""Esine"""
"841,""agosto"",18.9354838709677,""Fiesse"""
"842,""aprile"",17,""Fiesse"""
"843,""dicembre"",26,""Fiesse"""
"844,""febbraio"",21.1034482758621,""Fiesse"""
"845,""gennaio"",30.6129032258065,""Fiesse"""
"846,""giugno"",9.73333333333333,""Fiesse"""
"847,""luglio"",15.6333333333333,""Fiesse"""
"848,""maggio"",11.258064516129,""Fiesse"""
"849,""marzo"",21.9032258064516,""Fiesse"""
"850,""novembre"",49.7,""Fiesse"""
"851,""ottobre"",31.0967741935484,""Fiesse"""
"852,""settembre"",25.2666666666667,""Fiesse"""
"853,""agosto"",19.9032258064516,""Flero"""
"854,""aprile"",25.6333333333333,""Flero"""
"855,""dicembre"",38,""Flero"""
"856,""febbraio"",42.3103448275862,""Flero"""
"857,""gennaio"",57.0322580645161,""Flero"""
"858,""giugno"",14.4,""Flero"""
"859,""luglio"",17.2666666666667,""Flero"""
"860,""maggio"",18.258064516129,""Flero"""
"861,""marzo"",33.8387096774194,""Flero"""
"862,""novembre"",54.2333333333333,""Flero"""
"863,""ottobre"",30.0645161290323,""Flero"""
"864,""settembre"",25.6,""Flero"""
"865,""agosto"",19.5161290322581,""Gambara"""
"866,""aprile"",17.9,""Gambara"""
"867,""dicembre"",27,""Gambara"""
"868,""febbraio"",22.6206896551724,""Gambara"""
"869,""gennaio"",32.0322580645161,""Gambara"""
"870,""giugno"",10.2,""Gambara"""
"871,""luglio"",16.1,""Gambara"""
"872,""maggio"",11.741935483871,""Gambara"""
"873,""marzo"",22.9354838709677,""Gambara"""
"874,""novembre"",50.4333333333333,""Gambara"""
"875,""ottobre"",31.4838709677419,""Gambara"""
"876,""settembre"",26.0666666666667,""Gambara"""
"877,""agosto"",9.83870967741935,""Gardone Riviera"""
"878,""aprile"",15.1333333333333,""Gardone Riviera"""
"879,""dicembre"",17.5,""Gardone Riviera"""
"880,""febbraio"",16.0689655172414,""Gardone Riviera"""
"881,""gennaio"",20.4516129032258,""Gardone Riviera"""
"882,""giugno"",7.43333333333333,""Gardone Riviera"""
"883,""luglio"",10.1666666666667,""Gardone Riviera"""
"884,""maggio"",10.4838709677419,""Gardone Riviera"""
"885,""marzo"",15.3225806451613,""Gardone Riviera"""
"886,""novembre"",31.9,""Gardone Riviera"""
"887,""ottobre"",17.8064516129032,""Gardone Riviera"""
"888,""settembre"",13.0666666666667,""Gardone Riviera"""
"889,""agosto"",7.12903225806452,""Gardone Val Trompia"""
"890,""aprile"",19.3333333333333,""Gardone Val Trompia"""
"891,""dicembre"",18,""Gardone Val Trompia"""
"892,""febbraio"",31.9310344827586,""Gardone Val Trompia"""
"893,""gennaio"",36.3870967741936,""Gardone Val Trompia"""
"894,""giugno"",11.2666666666667,""Gardone Val Trompia"""
"895,""luglio"",9.23333333333333,""Gardone Val Trompia"""
"896,""maggio"",13.4193548387097,""Gardone Val Trompia"""
"897,""marzo"",23.9032258064516,""Gardone Val Trompia"""
"898,""novembre"",26.7333333333333,""Gardone Val Trompia"""
"899,""ottobre"",9,""Gardone Val Trompia"""
"900,""settembre"",8.96666666666667,""Gardone Val Trompia"""
"901,""agosto"",6.7741935483871,""Gargnano"""
"902,""aprile"",12.8,""Gargnano"""
"903,""dicembre"",11,""Gargnano"""
"904,""febbraio"",10.0689655172414,""Gargnano"""
"905,""gennaio"",14.258064516129,""Gargnano"""
"906,""giugno"",6.3,""Gargnano"""
"907,""luglio"",7.36666666666667,""Gargnano"""
"908,""maggio"",9.19354838709677,""Gargnano"""
"909,""marzo"",11.9354838709677,""Gargnano"""
"910,""novembre"",22.4,""Gargnano"""
"911,""ottobre"",12,""Gargnano"""
"912,""settembre"",9.26666666666667,""Gargnano"""
"913,""agosto"",13.7741935483871,""Gavardo"""
"914,""aprile"",21.2333333333333,""Gavardo"""
"915,""dicembre"",30.5,""Gavardo"""
"916,""febbraio"",34.2068965517241,""Gavardo"""
"917,""gennaio"",41.4838709677419,""Gavardo"""
"918,""giugno"",9.73333333333333,""Gavardo"""
"919,""luglio"",14.7333333333333,""Gavardo"""
"920,""maggio"",13.741935483871,""Gavardo"""
"921,""marzo"",25.3548387096774,""Gavardo"""
"922,""novembre"",41.2,""Gavardo"""
"923,""ottobre"",23.7096774193548,""Gavardo"""
"924,""settembre"",17.7666666666667,""Gavardo"""
"925,""agosto"",20.5161290322581,""Ghedi"""
"926,""aprile"",21.3333333333333,""Ghedi"""
"927,""dicembre"",32.5,""Ghedi"""
"928,""febbraio"",29.8275862068966,""Ghedi"""
"929,""gennaio"",41.1290322580645,""Ghedi"""
"930,""giugno"",11.6,""Ghedi"""
"931,""luglio"",16.9333333333333,""Ghedi"""
"932,""maggio"",14.2903225806452,""Ghedi"""
"933,""marzo"",26.9032258064516,""Ghedi"""
"934,""novembre"",53.2333333333333,""Ghedi"""
"935,""ottobre"",31.5806451612903,""Ghedi"""
"936,""settembre"",25.9333333333333,""Ghedi"""
"937,""agosto"",5.7741935483871,""Gianico"""
"938,""aprile"",20.5666666666667,""Gianico"""
"939,""dicembre"",16,""Gianico"""
"940,""febbraio"",29.7241379310345,""Gianico"""
"941,""gennaio"",38.8709677419355,""Gianico"""
"942,""giugno"",10,""Gianico"""
"943,""luglio"",7.33333333333333,""Gianico"""
"944,""maggio"",14.4516129032258,""Gianico"""
"945,""marzo"",24.1612903225806,""Gianico"""
"946,""novembre"",19.5333333333333,""Gianico"""
"947,""ottobre"",6.83870967741935,""Gianico"""
"948,""settembre"",7.66666666666667,""Gianico"""
"949,""agosto"",20.4516129032258,""Gottolengo"""
"950,""aprile"",18.9666666666667,""Gottolengo"""
"951,""dicembre"",28,""Gottolengo"""
"952,""febbraio"",23.8620689655172,""Gottolengo"""
"953,""gennaio"",32.9032258064516,""Gottolengo"""
"954,""giugno"",10.8333333333333,""Gottolengo"""
"955,""luglio"",17,""Gottolengo"""
"956,""maggio"",12.3870967741935,""Gottolengo"""
"957,""marzo"",24.2903225806452,""Gottolengo"""
"958,""novembre"",51.9,""Gottolengo"""
"959,""ottobre"",31.8064516129032,""Gottolengo"""
"960,""settembre"",26.7,""Gottolengo"""
"961,""agosto"",16.4516129032258,""Gussago"""
"962,""aprile"",22.1333333333333,""Gussago"""
"963,""dicembre"",41.5,""Gussago"""
"964,""febbraio"",41.7241379310345,""Gussago"""
"965,""gennaio"",48.2258064516129,""Gussago"""
"966,""giugno"",13.3666666666667,""Gussago"""
"967,""luglio"",16.2666666666667,""Gussago"""
"968,""maggio"",15.6129032258065,""Gussago"""
"969,""marzo"",29.4838709677419,""Gussago"""
"970,""novembre"",47.2,""Gussago"""
"971,""ottobre"",23.741935483871,""Gussago"""
"972,""settembre"",20.7666666666667,""Gussago"""
"973,""agosto"",5.7741935483871,""Idro"""
"974,""aprile"",13.4666666666667,""Idro"""
"975,""dicembre"",13,""Idro"""
"976,""febbraio"",16.1034482758621,""Idro"""
"977,""gennaio"",20.7741935483871,""Idro"""
"978,""giugno"",6.46666666666667,""Idro"""
"979,""luglio"",6.83333333333333,""Idro"""
"980,""maggio"",9.35483870967742,""Idro"""
"981,""marzo"",13.8387096774194,""Idro"""
"982,""novembre"",19.6333333333333,""Idro"""
"983,""ottobre"",8.06451612903226,""Idro"""
"984,""settembre"",7.9,""Idro"""
"985,""agosto"",4.29032258064516,""Incudine"""
"986,""aprile"",7.9,""Incudine"""
"987,""dicembre"",8.5,""Incudine"""
"988,""febbraio"",9.06896551724138,""Incudine"""
"989,""gennaio"",14.0645161290323,""Incudine"""
"990,""giugno"",4.3,""Incudine"""
"991,""luglio"",4.63333333333333,""Incudine"""
"992,""maggio"",6.58064516129032,""Incudine"""
"993,""marzo"",7.83870967741935,""Incudine"""
"994,""novembre"",9.36666666666667,""Incudine"""
"995,""ottobre"",4.06451612903226,""Incudine"""
"996,""settembre"",5.03333333333333,""Incudine"""
"997,""agosto"",6.38709677419355,""Irma"""
"998,""aprile"",15.7333333333333,""Irma"""
"999,""dicembre"",12.5,""Irma"""
"1000,""febbraio"",19.8620689655172,""Irma"""
"1001,""gennaio"",24.0645161290323,""Irma"""
"1002,""giugno"",8.3,""Irma"""
"1003,""luglio"",7.6,""Irma"""
"1004,""maggio"",11.3548387096774,""Irma"""
"1005,""marzo"",17.5161290322581,""Irma"""
"1006,""novembre"",20.3666666666667,""Irma"""
"1007,""ottobre"",5.48387096774194,""Irma"""
"1008,""settembre"",6.8,""Irma"""
"1009,""agosto"",14.1290322580645,""Iseo"""
"1010,""aprile"",17.5,""Iseo"""
"1011,""dicembre"",34.5,""Iseo"""
"1012,""febbraio"",26.7586206896552,""Iseo"""
"1013,""gennaio"",33,""Iseo"""
"1014,""giugno"",10.4333333333333,""Iseo"""
"1015,""luglio"",14.5666666666667,""Iseo"""
"1016,""maggio"",11.9032258064516,""Iseo"""
"1017,""marzo"",20.9677419354839,""Iseo"""
"1018,""novembre"",41.3,""Iseo"""
"1019,""ottobre"",20.9354838709677,""Iseo"""
"1020,""settembre"",18.5,""Iseo"""
"1021,""agosto"",20.6129032258065,""Isorella"""
"1022,""aprile"",19,""Isorella"""
"1023,""dicembre"",28.5,""Isorella"""
"1024,""febbraio"",23.7931034482759,""Isorella"""
"1025,""gennaio"",32.6451612903226,""Isorella"""
"1026,""giugno"",10.6666666666667,""Isorella"""
"1027,""luglio"",16.8666666666667,""Isorella"""
"1028,""maggio"",12.2903225806452,""Isorella"""
"1029,""marzo"",24.0645161290323,""Isorella"""
"1030,""novembre"",52.3666666666667,""Isorella"""
"1031,""ottobre"",31.9354838709677,""Isorella"""
"1032,""settembre"",26.4666666666667,""Isorella"""
"1033,""agosto"",5.09677419354839,""Lavenone"""
"1034,""aprile"",13.7333333333333,""Lavenone"""
"1035,""dicembre"",11.5,""Lavenone"""
"1036,""febbraio"",16.3793103448276,""Lavenone"""
"1037,""gennaio"",20.2903225806452,""Lavenone"""
"1038,""giugno"",6.83333333333333,""Lavenone"""
"1039,""luglio"",6.5,""Lavenone"""
"1040,""maggio"",9.70967741935484,""Lavenone"""
"1041,""marzo"",14.6774193548387,""Lavenone"""
"1042,""novembre"",18.5333333333333,""Lavenone"""
"1043,""ottobre"",6.12903225806452,""Lavenone"""
"1044,""settembre"",6.76666666666667,""Lavenone"""
"1045,""agosto"",20.741935483871,""Leno"""
"1046,""aprile"",20.8333333333333,""Leno"""
"1047,""dicembre"",30.5,""Leno"""
"1048,""febbraio"",27.551724137931,""Leno"""
"1049,""gennaio"",38.0322580645161,""Leno"""
"1050,""giugno"",11.7333333333333,""Leno"""
"1051,""luglio"",17.2333333333333,""Leno"""
"1052,""maggio"",13.8709677419355,""Leno"""
"1053,""marzo"",26.5483870967742,""Leno"""
"1054,""novembre"",53.0666666666667,""Leno"""
"1055,""ottobre"",31.6451612903226,""Leno"""
"1056,""settembre"",27.1,""Leno"""
"1057,""agosto"",7,""Limone sul Garda"""
"1058,""aprile"",11.7333333333333,""Limone sul Garda"""
"1059,""dicembre"",6,""Limone sul Garda"""
"1060,""febbraio"",7.37931034482759,""Limone sul Garda"""
"1061,""gennaio"",11.1290322580645,""Limone sul Garda"""
"1062,""giugno"",6,""Limone sul Garda"""
"1063,""luglio"",7.3,""Limone sul Garda"""
"1064,""maggio"",8.45161290322581,""Limone sul Garda"""
"1065,""marzo"",10.1612903225806,""Limone sul Garda"""
"1066,""novembre"",15.2,""Limone sul Garda"""
"1067,""ottobre"",10.258064516129,""Limone sul Garda"""
"1068,""settembre"",8.5,""Limone sul Garda"""
"1069,""agosto"",5.2258064516129,""Lodrino"""
"1070,""aprile"",18.6666666666667,""Lodrino"""
"1071,""dicembre"",13.5,""Lodrino"""
"1072,""febbraio"",30.7586206896552,""Lodrino"""
"1073,""gennaio"",35.2258064516129,""Lodrino"""
"1074,""giugno"",9.5,""Lodrino"""
"1075,""luglio"",7,""Lodrino"""
"1076,""maggio"",12.5806451612903,""Lodrino"""
"1077,""marzo"",22.8064516129032,""Lodrino"""
"1078,""novembre"",23.3666666666667,""Lodrino"""
"1079,""ottobre"",6.96774193548387,""Lodrino"""
"1080,""settembre"",7.43333333333333,""Lodrino"""
"1081,""agosto"",19.7096774193548,""Lograto"""
"1082,""aprile"",22.8333333333333,""Lograto"""
"1083,""dicembre"",36.5,""Lograto"""
"1084,""febbraio"",34.2413793103448,""Lograto"""
"1085,""gennaio"",45.4193548387097,""Lograto"""
